adult,backdrop_path,belongs_to_collection,budget,genres,homepage,id,imdb_id,origin_country,original_language,original_title,overview,popularity,poster_path,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,video,vote_average,vote_count
False,/6Z0FhoZM56YkuXhvklMTpc7rc5u.jpg,"{'id': 313086, 'name': 'The Conjuring Collection', 'poster_path': '/z5VKhNSQKQyxm0co68HAkCqHnmX.jpg', 'backdrop_path': '/kHZaX0vuhZdbuq0WKU3BpA9WIQ0.jpg'}",39000000,"[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",http://www.theconjuringmovie.net,423108,tt7069210,['US'],en,The Conjuring: The Devil Made Me Do It,"Paranormal investigators Ed and Lorraine Warren encounter what would become one of the most sensational cases from their files. The fight for the soul of a young boy takes them beyond anything they'd ever seen before, to mark the first time in U.S. history that a murder suspect would claim demonic possession as a defense.",13.2926,/rQfX2xx8TUoNvyk892yKWNikJaM.jpg,"[{'id': 12, 'logo_path': '/2ycs64eqV5rqKYHyQK0GVoKGvfX.png', 'name': 'New Line Cinema', 'origin_country': 'US'}, {'id': 11565, 'logo_path': '/odU3l6csuBmXUrzFm6araUgEUHQ.png', 'name': 'The Safran Company', 'origin_country': 'US'}, {'id': 76907, 'logo_path': '/ygMQtjsKX7BZkCQhQZY82lgnCUO.png', 'name': 'Atomic Monster', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2021-05-25,206444123,111,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}, {'english_name': 'Portuguese', 'iso_639_1': 'pt', 'name': 'Português'}]",Released,The demonic case that shocked America.,The Conjuring: The Devil Made Me Do It,False,7.381,6324
False,/61MrK5U4w4MVL1vfwoG12zYPJ8B.jpg,"{'id': 1129084, 'name': 'Nobody Collection', 'poster_path': '/zwELreUw3SvkzWbPGxFReaGBPzo.jpg', 'backdrop_path': '/AcUE9Fw00FgTh69VLncBh5UKqsX.jpg'}",16000000,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",https://www.nobody.movie,615457,tt7888964,['US'],en,Nobody,"Hutch Mansell, a suburban dad, overlooked husband, nothing neighbor — a ""nobody."" When two thieves break into his home one night, Hutch's unknown long-simmering rage is ignited and propels him on a brutal path that will uncover dark secrets he fought to leave behind.",13.1538,/oBgWY00bEFeZ9N25wWVyuQddbAo.jpg,"[{'id': 121470, 'logo_path': '/zvJFu1C6gB80A98n6IGXBvMtgVl.png', 'name': '87North Productions', 'origin_country': 'US'}, {'id': 86647, 'logo_path': '/jefZmEJlxUAkuuwkH9CHQchgmJX.png', 'name': 'OPE Partners', 'origin_country': 'US'}, {'id': 123230, 'logo_path': None, 'name': 'Eighty Two Films', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2021-03-18,57512470,91,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}, {'english_name': 'Russian', 'iso_639_1': 'ru', 'name': 'Pусский'}, {'english_name': 'Spanish', 'iso_639_1': 'es', 'name': 'Español'}]",Released,Never underestimate a nobody.,Nobody,False,7.901,7856
False,/jnq4fV53Px9HvUZD2bQIxtGSwS7.jpg,,2000000,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}]",https://www.sky.com/watch/title/programme/twist,644083,tt10077034,['GB'],en,Twist,"A Dickens classic brought thrillingly up to date in the teeming heartland of modern London, where a group of street smart young hustlers plan the heist of the century for the ultimate payday.",12.8031,/tw7lgyrQpEVXuwjsx94brDSRIFZ.jpg,"[{'id': 127834, 'logo_path': None, 'name': 'Unstoppable Film and Television', 'origin_country': ''}, {'id': 101187, 'logo_path': None, 'name': 'Pure Grass Films', 'origin_country': ''}, {'id': 7724, 'logo_path': '/6QV240fIM04sZXpyLUoqhKGhf7r.png', 'name': 'Red Bull Media House', 'origin_country': 'AT'}, {'id': 119056, 'logo_path': '/vbhwOf0TQ4z12GIytYGWmhPJAOz.png', 'name': 'Particular Crowd', 'origin_country': 'US'}, {'id': 135346, 'logo_path': '/hIwjhVdOOQ1fpdebwOuDQD7bnw0.png', 'name': 'Sky Studios', 'origin_country': 'GB'}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",2021-01-22,510466,92,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,London's favorite thief is all grown up.,Twist,False,5.8,190
False,/yizL4cEKsVvl17Wc1mGEIrQtM2F.jpg,"{'id': 848922, 'name': 'The Tomorrow War Collection', 'poster_path': '/3YylRW8holkhX6IkOUxAy93DWWs.jpg', 'backdrop_path': '/tpusAak53nIWif02psNcPIH4RTF.jpg'}",200000000,"[{'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 12, 'name': 'Adventure'}]",https://www.amazon.com/dp/B093CQZ2SM,588228,tt9777666,['US'],en,The Tomorrow War,"The world is stunned when a group of time travelers arrive from the year 2051 to deliver an urgent message: Thirty years in the future, mankind is losing a global war against a deadly alien species. The only hope for survival is for soldiers and civilians from the present to be transported to the future and join the fight. Among those recruited is high school teacher and family man Dan Forester. Determined to save the world for his young daughter, Dan teams up with a brilliant scientist and his estranged father in a desperate quest to rewrite the fate of the planet.",12.7666,/34nDCQZwaEvsy4CFO5hkGRFDCVU.jpg,"[{'id': 82819, 'logo_path': '/gXfFl9pRPaoaq14jybEn1pHeldr.png', 'name': 'Skydance Media', 'origin_country': 'US'}, {'id': 423, 'logo_path': '/uvA6e2O31qaonsbYd8tjvgqmNXh.png', 'name': 'Phantom Four', 'origin_country': 'US'}, {'id': 125000, 'logo_path': None, 'name': 'Lit Entertainment Group', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2021-09-03,14400000,138,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,The fight for tomorrow begins today.,The Tomorrow War,False,7.492,3868
False,/g1cMEQnEptUJ7Sv8SRjWBTTHyMv.jpg,"{'id': 98580, 'name': 'Candyman Collection', 'poster_path': '/4X8k67rccwSldxjFPxxP7x3LjJv.jpg', 'backdrop_path': '/87UMdcpugFmgVz2VgEopExuckMc.jpg'}",25000000,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",https://www.candymanmovie.com/,565028,tt9347730,"['CA', 'US']",en,Candyman,"A Chicago artist's sanity starts to unravel, unleashing a terrifying wave of violence when he begins to explore the macabre history of the Candyman.",12.7512,/qeV15PpR8jFJA9TF9JPXIoqEgp1.jpg,"[{'id': 21, 'logo_path': '/usUnaYV6hQnlVAXP6r4HwrlLFPG.png', 'name': 'Metro-Goldwyn-Mayer', 'origin_country': 'US'}, {'id': 88934, 'logo_path': '/5Be96V9WXa7jJInSDPqDOqMBA0o.png', 'name': 'Monkeypaw Productions', 'origin_country': 'US'}, {'id': 13240, 'logo_path': '/aTc07YaNHo8WNgkQSnvLmG6w4nW.png', 'name': 'Bron Studios', 'origin_country': 'CA'}, {'id': 33, 'logo_path': '/8lvHyhjr8oUKOOy2dKXoALWKdp0.png', 'name': 'Universal Pictures', 'origin_country': 'US'}]","[{'iso_3166_1': 'CA', 'name': 'Canada'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2021-08-25,77411570,91,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}, {'english_name': 'French', 'iso_639_1': 'fr', 'name': 'Français'}]",Released,Dare to say his name.,Candyman,False,5.998,1678
False,/jlGmlFOcfo8n5tURmhC7YVd4Iyy.jpg,"{'id': 531242, 'name': 'Suicide Squad Collection', 'poster_path': '/1OCbjYENSzVcpQgOYLrV3B5598d.jpg', 'backdrop_path': '/e0uUxFdhdGLcvy9eC7WlO2eLusr.jpg'}",185000000,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 12, 'name': 'Adventure'}]",https://www.thesuicidesquad.net,436969,tt6334354,['US'],en,The Suicide Squad,"Supervillains Harley Quinn, Bloodsport, Peacemaker and a collection of nutty cons at Belle Reve prison join the super-secret, super-shady Task Force X as they are dropped off at the remote, enemy-infused island of Corto Maltese.",12.6758,/q61qEyssk2ku3okWICKArlAdhBn.jpg,"[{'id': 128064, 'logo_path': '/13F3Jf7EFAcREU0xzZqJnVnyGXu.png', 'name': 'DC Films', 'origin_country': 'US'}, {'id': 507, 'logo_path': '/aRmHe6GWxYMRCQljF75rn2B9Gv8.png', 'name': 'Atlas Entertainment', 'origin_country': 'US'}, {'id': 11565, 'logo_path': '/odU3l6csuBmXUrzFm6araUgEUHQ.png', 'name': 'The Safran Company', 'origin_country': 'US'}, {'id': 174, 'logo_path': '/ingPVoHnINIrFR7WHmYux1f5pES.png', 'name': 'Warner Bros. Pictures', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2021-07-28,168717425,132,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}, {'english_name': 'French', 'iso_639_1': 'fr', 'name': 'Français'}, {'english_name': 'Spanish', 'iso_639_1': 'es', 'name': 'Español'}]",Released,They’re dying to save the world.,The Suicide Squad,False,7.478,9220
False,/7EazpcvoCfNZZysgljUAkQCBvW.jpg,,50000000,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",https://www.kingrichardfilm.net,614917,tt9620288,['US'],en,King Richard,"The story of how Richard Williams served as a coach to his daughters Venus and Serena, who will soon become two of the most legendary tennis players in history.",11.7166,/2dfujXrxePtYJPiPHj1HkAFQvpu.jpg,"[{'id': 27497, 'logo_path': '/1QuLulTFEynrZnFsogW0UefcKYC.png', 'name': 'Star Thrower Entertainment', 'origin_country': 'US'}, {'id': 122771, 'logo_path': '/bYRqVEAuaC1QWmt3hGo0PMdK7EX.png', 'name': 'Westbrook', 'origin_country': 'US'}, {'id': 174, 'logo_path': '/ingPVoHnINIrFR7WHmYux1f5pES.png', 'name': 'Warner Bros. Pictures', 'origin_country': 'US'}, {'id': 907, 'logo_path': '/ca5SWI5uvU985f8Kbb4xc8AmVWH.png', 'name': 'Overbrook Entertainment', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2021-11-18,39400000,144,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,"Venus, Serena and a plan for greatness.",King Richard,False,7.615,2702
False,/7py8kUCYaOdFn1TfVS87BDBySOz.jpg,"{'id': 861415, 'name': 'Free Guy Collection', 'poster_path': '/o9iYeSBx7lwWRDEt8QPWbKZZlJm.jpg', 'backdrop_path': '/9aDeWSxwfpOFjpw1XwRjLGnlcJm.jpg'}",110000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}]",https://www.20thcenturystudios.com/movies/free-guy,550988,tt6264654,['US'],en,Free Guy,"A bank teller discovers he is actually a background player in an open-world video game, and decides to become the hero of his own story. Now, in a world where there are no limits, he is determined to be the guy who saves his world his way before it's too late.",11.6763,/6PFJrMvoQwBxQITLYHj09VeJ37q.jpg,"[{'id': 27711, 'logo_path': '/3e294jszfE6cE8TOogmj0zNd6pL.png', 'name': 'Berlanti Productions', 'origin_country': 'US'}, {'id': 2575, 'logo_path': '/9YJrHYlcfHtwtulkFMAies3aFEl.png', 'name': '21 Laps Entertainment', 'origin_country': 'US'}, {'id': 104228, 'logo_path': '/hx0C1XcSxGgat8N62GpxoJGTkCk.png', 'name': 'Maximum Effort', 'origin_country': 'US'}, {'id': 125000, 'logo_path': None, 'name': 'Lit Entertainment Group', 'origin_country': 'US'}, {'id': 127928, 'logo_path': '/h0rjX5vjW5r8yEnUBStFarjcLT4.png', 'name': '20th Century Studios', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2021-08-11,331526598,115,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,Life's too short to be a background character.,Free Guy,False,7.463,9371
False,/zL7CozbpAbGSdhBsuTI847tu5Fo.jpg,,5000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",https://a24films.com/films/zola,539565,tt5439812,['US'],en,Zola,"A waitress agrees to accompany an exotic dancer, her put-upon boyfriend, and her mysterious and domineering roommate on a road trip to Florida to seek their fortune at a high-end strip club.",11.2997,/bJLCPROp9bmNndurwZpVnOioVpB.jpg,"[{'id': 1422, 'logo_path': '/rIB6DuimR1qgLE14cBwpMABC2xx.png', 'name': 'Killer Films', 'origin_country': 'US'}, {'id': 91934, 'logo_path': '/1wxOybskstMzBlHegdXkkxvN11N.png', 'name': 'Ramona Films', 'origin_country': 'US'}, {'id': 7499, 'logo_path': '/wz3wmwDfoVomvWFAoSKFGMvmVUe.png', 'name': 'Gigi Films', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2021-06-30,3500000,86,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}, {'english_name': 'Spanish', 'iso_639_1': 'es', 'name': 'Español'}]",Released,Y'all wanna hear a story?,Zola,False,6.194,255
False,/7OxkZIH9dkDQlXhwWggyCSrXmwd.jpg,"{'id': 848375, 'name': 'Gunpowder Milkshake Collection', 'poster_path': '/9p5b37jaeSoYFTMda3WYLoFVKOK.jpg', 'backdrop_path': '/wT0lLOhN5U8Lnc9FNxrcj3h5Uco.jpg'}",30000000,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",,574060,tt8368408,['US'],en,Gunpowder Milkshake,"To protect an 8-year-old girl, a dangerous assassin reunites with her mother and her lethal associates to take down a ruthless crime syndicate and its army of henchmen.",11.2138,/56ofGPMOZCwlTjTao5fB7vnGOoj.jpg,"[{'id': 264, 'logo_path': '/fA90qwUKgPhMONqtwY60GaHRyrW.png', 'name': 'Studio Babelsberg', 'origin_country': 'DE'}, {'id': 104, 'logo_path': '/9aotxauvc9685tq9pTcRJszuT06.png', 'name': 'Canal+', 'origin_country': 'FR'}, {'id': 10611, 'logo_path': '/zQ4fGaEnNkWfSzyygXRcUZwPmDG.png', 'name': 'Ciné+', 'origin_country': 'FR'}, {'id': 99132, 'logo_path': '/oKjgNvaMndJiBmcngrSWPWb8VYO.png', 'name': 'The Picture Company', 'origin_country': 'US'}, {'id': 47729, 'logo_path': '/bAxh897TGgdR0Py6wdd0UuE147Z.png', 'name': 'STXfilms', 'origin_country': 'US'}, {'id': 106689, 'logo_path': '/fWQ9uEqIKuPukxrbZEUIrkPRrjs.png', 'name': 'StudioCanal', 'origin_country': 'DE'}]","[{'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2021-07-14,1015760,114,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}, {'english_name': 'Russian', 'iso_639_1': 'ru', 'name': 'Pусский'}]",Released,Revenge is best served ice cold.,Gunpowder Milkshake,False,6.276,1089
False,/hB4ibOHXm1Xl0IbuYVioktDGUWJ.jpg,,40000000,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",http://licoricepizzamovie.com,718032,tt11271038,"['US', 'CA']",en,Licorice Pizza,"The story of Gary Valentine and Alana Kane growing up, running around and going through the treacherous navigation of first love in the San Fernando Valley, 1973.",10.8866,/ivXtvzfliGvoJ1DhSHIGyYBToWe.jpg,"[{'id': 21, 'logo_path': '/usUnaYV6hQnlVAXP6r4HwrlLFPG.png', 'name': 'Metro-Goldwyn-Mayer', 'origin_country': 'US'}, {'id': 10146, 'logo_path': '/xnFIOeq5cKw09kCWqV7foWDe4AA.png', 'name': 'Focus Features', 'origin_country': 'US'}, {'id': 13240, 'logo_path': '/aTc07YaNHo8WNgkQSnvLmG6w4nW.png', 'name': 'Bron Studios', 'origin_country': 'CA'}, {'id': 178, 'logo_path': None, 'name': 'Ghoulardi Film Company', 'origin_country': 'US'}]","[{'iso_3166_1': 'CA', 'name': 'Canada'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2021-11-26,33276075,133,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}, {'english_name': 'Japanese', 'iso_639_1': 'ja', 'name': '日本語'}, {'english_name': 'Spanish', 'iso_639_1': 'es', 'name': 'Español'}]",Released,,Licorice Pizza,False,6.958,2491
False,/rAksPS6LjBONzY84szQBz5gGej6.jpg,,150000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}]",https://www.marvel.com/movies/shang-chi-and-the-legend-of-the-ten-rings,566525,tt9376612,['US'],en,Shang-Chi and the Legend of the Ten Rings,Shang-Chi must confront the past he thought he left behind when he is drawn into the web of the mysterious Ten Rings organization.,10.683,/d08HqqeBQSwN8i8MEvpsZ8Cb438.jpg,"[{'id': 420, 'logo_path': '/hUzeosd33nzE5MCNsZxCGEKTXaQ.png', 'name': 'Marvel Studios', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2021-09-01,432243292,132,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}, {'english_name': 'Mandarin', 'iso_639_1': 'zh', 'name': '普通话'}]",Released,You can't outrun your destiny.,Shang-Chi and the Legend of the Ten Rings,False,7.5,10026
False,/yBov7O4eXDcBLDpZrOHZzFr8rIl.jpg,"{'id': 519457, 'name': 'The Boss Baby Collection', 'poster_path': '/fj4qkq5ZaMUhCQTY8DJ95MJOxmF.jpg', 'backdrop_path': '/8fu24PwKr1oq0QIZFbgeFGl0oDa.jpg'}",82000000,"[{'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 12, 'name': 'Adventure'}, {'id': 10751, 'name': 'Family'}]",https://www.dreamworks.com/movies/the-boss-baby-2,459151,tt6932874,['US'],en,The Boss Baby: Family Business,The Templeton brothers — Tim and his Boss Baby little bro Ted — have become adults and drifted away from each other. But a new boss baby with a cutting-edge approach and a can-do attitude is about to bring them together again … and inspire a new family business.,10.5036,/kv2Qk9MKFFQo4WQPaYta599HkJP.jpg,"[{'id': 521, 'logo_path': '/3BPX5VGBov8SDqTV7wC1L1xShAS.png', 'name': 'DreamWorks Animation', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2021-07-01,146745280,107,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,Playtime is over.,The Boss Baby: Family Business,False,7.3,2633
False,/70AV2Xx5FQYj20labp0EGdbjI6E.jpg,,40000000,"[{'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",https://www.miramax.com/movie/wrath-of-man,637649,tt11083552,['US'],en,Wrath of Man,"A cold and mysterious new security guard for a Los Angeles cash truck company surprises his co-workers when he unleashes precision skills during a heist. The crew is left wondering who he is and where he came from. Soon, the marksman's ultimate motive becomes clear as he takes dramatic and irrevocable steps to settle a score.",10.4023,/M7SUK85sKjaStg4TKhlAVyGlz3.jpg,"[{'id': 14, 'logo_path': '/m6AHu84oZQxvq7n1rsvMNJIAsMu.png', 'name': 'Miramax', 'origin_country': 'US'}, {'id': 2900, 'logo_path': None, 'name': 'Toff Guy Films', 'origin_country': 'GB'}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2021-04-22,103966489,119,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,A one man army.,Wrath of Man,False,7.592,5808
False,/ztiFxuG0gC6wQ8y7JZFYbCQyN4Y.jpg,"{'id': 544670, 'name': 'Sing Collection', 'poster_path': '/xFOCVD2s5sAI210cFzGap1Ke0bj.jpg', 'backdrop_path': '/z9ft5HYHzWcasR6SGcgeluxTznB.jpg'}",85000000,"[{'id': 10751, 'name': 'Family'}, {'id': 35, 'name': 'Comedy'}, {'id': 10402, 'name': 'Music'}, {'id': 16, 'name': 'Animation'}]",https://www.illumination.com/movie/sing-2/,438695,tt6467266,['US'],en,Sing 2,"Buster and his new cast now have their sights set on debuting a new show at the Crystal Tower Theater in glamorous Redshore City. But with no connections, he and his singers must sneak into the Crystal Entertainment offices, run by the ruthless wolf mogul Jimmy Crystal, where the gang pitches the ridiculous idea of casting the lion rock legend Clay Calloway in their show. Buster must embark on a quest to find the now-isolated Clay and persuade him to return to the stage.",10.0136,/aWeKITRFbbwY8txG5uCj4rMCfSP.jpg,"[{'id': 6704, 'logo_path': '/xte4JnhtBJfHSR5jqtHQwvyLgk0.png', 'name': 'Illumination', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2021-12-01,408402685,110,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,Where will your dreams take you?,Sing 2,False,7.838,4646
False,/y0LhmaMYpFkIfrUlOpJYTVMH2eA.jpg,,1800000,"[{'id': 18, 'name': 'Drama'}]",https://www.neonrated.com/film/pleasure,592695,tt8550054,['SE'],sv,Pleasure,"19 year old Linnéa leaves her small town in Sweden and heads for Los Angeles with the aim of becoming the world's next big porn star, but the road to her goal turns out to be bumpier than she imagined.",9.2921,/TcOsu6iO5prSJbDn9oIQgIW655.jpg,"[{'id': 2801, 'logo_path': '/bswb1PLLsKDUXMLgy42bZtCtIde.png', 'name': 'Film i Väst', 'origin_country': 'SE'}, {'id': 116669, 'logo_path': None, 'name': 'Flamboyance Films', 'origin_country': ''}, {'id': 2345, 'logo_path': '/nozBgqHmM9A22IHkghTnLiUrM7Q.png', 'name': 'Lemming Film', 'origin_country': 'NL'}, {'id': 8483, 'logo_path': '/lKMQtwKjBzhOvmylMImqzPazKwz.png', 'name': 'Plattform Produktion', 'origin_country': 'SE'}, {'id': 2999, 'logo_path': '/zGSqFee9aDgDuLD6vcs2mcJUem4.png', 'name': 'SVT', 'origin_country': 'SE'}, {'id': 92840, 'logo_path': '/4LyDs7gsAMq5sg3fPjUa1P52emj.png', 'name': 'Logical Pictures', 'origin_country': 'FR'}, {'id': 77697, 'logo_path': '/cqM7PAjg1cZjv213r1hfoUiMBWH.png', 'name': 'Grand Slam Film Production', 'origin_country': 'SE'}, {'id': 6181, 'logo_path': '/eaQ7or8IoEmPfgmQiU2C5lVZkxS.png', 'name': 'SF Studios', 'origin_country': 'SE'}]","[{'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'NL', 'name': 'Netherlands'}, {'iso_3166_1': 'SE', 'name': 'Sweden'}]",2021-10-08,393824,108,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}, {'english_name': 'Swedish', 'iso_639_1': 'sv', 'name': 'svenska'}]",Released,"In the pursuit of fame, she discovers the price of pleasure.",Pleasure,False,6.3,731
False,/vIgyYkXkg6NC2whRbYjBD7eb3Er.jpg,"{'id': 558216, 'name': 'Venom Collection', 'poster_path': '/hoTLlTIohrzQ13HQVkZrDlvffuT.jpg', 'backdrop_path': '/vq340s8DxA5Q209FT8PHA6CXYOx.jpg'}",110000000,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}]",https://www.venom.movie,580489,tt7097896,['US'],en,Venom: Let There Be Carnage,"After finding a host body in investigative reporter Eddie Brock, the alien symbiote must face a new enemy, Carnage, the alter ego of serial killer Cletus Kasady.",9.0054,/pzKsRuKLFmYrW5Q0q8E8G78Tcgo.jpg,"[{'id': 5, 'logo_path': '/71BqEFAF4V3qjjMPCpLuyJFB9A.png', 'name': 'Columbia Pictures', 'origin_country': 'US'}, {'id': 84041, 'logo_path': '/nw4kyc29QRpNtFbdsBHkRSFavvt.png', 'name': 'Pascal Pictures', 'origin_country': 'US'}, {'id': 53462, 'logo_path': '/nx8B3Phlcse02w86RW4CJqzCnfL.png', 'name': 'Matt Tolmach Productions', 'origin_country': 'US'}, {'id': 14439, 'logo_path': None, 'name': 'Arad Productions', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2021-09-30,506863592,97,"[{'english_name': 'Spanish', 'iso_639_1': 'es', 'name': 'Español'}, {'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,You are what you eat.,Venom: Let There Be Carnage,False,6.76,10866
False,/c0izdYdnTe4uMRifHgvTA85wPz0.jpg,"{'id': 809185, 'name': 'Army of the Dead Collection', 'poster_path': '/rKQXOoXo9vskIHdE3E3HOzCGCEr.jpg', 'backdrop_path': '/hxSLPKaOO86KRG6qllqBylaoYYW.jpg'}",90000000,"[{'id': 80, 'name': 'Crime'}, {'id': 28, 'name': 'Action'}, {'id': 27, 'name': 'Horror'}]",https://www.netflix.com/title/81046394,503736,tt0993840,['US'],en,Army of the Dead,"Following a zombie outbreak in Las Vegas, a group of mercenaries take the ultimate gamble: venturing into the quarantine zone to pull off the greatest heist ever attempted.",8.904,/z8CExJekGrEThbpMXAmCFvvgoJR.jpg,"[{'id': 114152, 'logo_path': '/xYfrnGFXxrEy5x5OVThunxHYScK.png', 'name': 'The Stone Quarry', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2021-05-14,190700000,148,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}, {'english_name': 'German', 'iso_639_1': 'de', 'name': 'Deutsch'}, {'english_name': 'Spanish', 'iso_639_1': 'es', 'name': 'Español'}]",Released,Survivors take all.,Army of the Dead,False,6.229,4245
False,/620hnMVLu6RSZW6a5rwO8gqpt0t.jpg,,200000000,"[{'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 14, 'name': 'Fantasy'}, {'id': 12, 'name': 'Adventure'}, {'id': 10751, 'name': 'Family'}]",https://www.disneyplus.com/movies/luca/7K1HyQ6Hl16P,508943,tt12801262,['US'],en,Luca,Luca and his best friend Alberto experience an unforgettable summer on the Italian Riviera. But all the fun is threatened by a deeply-held secret: they are sea monsters from another world just below the water’s surface.,8.8258,/9x4i9uKGXt8IiiIF5Ey0DIoY738.jpg,"[{'id': 3, 'logo_path': '/1TjvGVDMYsj6JBxOAkUHpPEwLf7.png', 'name': 'Pixar', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2021-06-17,51074773,95,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}, {'english_name': 'Italian', 'iso_639_1': 'it', 'name': 'Italiano'}]",Released,Prepare for an unforgettable trip.,Luca,False,7.793,8723
